file;cadical_rect_res;cadical_rect_time;cadical_core_res;cadical_core_time;meancop_res;meancop_time;ematching_res;ematching_time
./TPTP-v8.2.0/Problems/LAT/LAT390-1.p;255;30.006960838;255;30.008545022;255;30.003352733;255;30.018077384
./TPTP-v8.2.0/Problems/LAT/LAT087-1.p;255;30.009002915;255;30.009247092;255;30.003313792;255;30.023472866
./TPTP-v8.2.0/Problems/LAT/LAT281-1.p;255;30.054185416;255;30.008470002;255;30.003498939;255;30.264981040
./TPTP-v8.2.0/Problems/LAT/LAT219-1.p;255;30.008243224;255;30.006900657;255;30.002878950;255;30.140457382
./TPTP-v8.2.0/Problems/LAT/LAT259-1.p;255;30.156853299;255;30.006602629;255;30.003652954;255;30.254921766
./TPTP-v8.2.0/Problems/LAT/LAT172-1.p;255;30.008233343;255;30.006419011;255;30.003229379;255;30.115801264
./TPTP-v8.2.0/Problems/LAT/LAT018-1.p;255;30.008200156;255;30.007449853;255;30.003237912;255;30.417779886
./TPTP-v8.2.0/Problems/LAT/LAT217-1.p;255;30.008263506;255;30.008656327;255;30.003788948;255;30.092739187
./TPTP-v8.2.0/Problems/LAT/LAT262-2.p;0;1.434397327;0;.770808832;0;.005686931;0;.029467782
./TPTP-v8.2.0/Problems/LAT/LAT089-1.p;255;30.007830573;255;30.008653577;255;30.003914353;255;30.056005451
./TPTP-v8.2.0/Problems/LAT/LAT023-1.p;255;30.008688156;255;30.006515539;255;30.004463480;255;30.117261273
./TPTP-v8.2.0/Problems/LAT/LAT033-1.p;0;4.895880381;0;.044716743;0;.004656122;0;.028261168
./TPTP-v8.2.0/Problems/LAT/LAT034-1.p;0;5.894145808;0;.049209559;0;.003230932;0;.025886361
./TPTP-v8.2.0/Problems/LAT/LAT229-10.p;255;30.009854952;255;30.008795877;255;30.003724446;255;30.286076870
./TPTP-v8.2.0/Problems/LAT/LAT265-2.p;0;.029251166;0;.029887644;0;.004705643;0;.025193662
./TPTP-v8.2.0/Problems/LAT/LAT210-1.p;255;30.006783908;255;30.007633616;255;30.003577733;255;30.092506852
./TPTP-v8.2.0/Problems/LAT/LAT274-2.p;255;30.008285888;0;.077645563;255;30.003332729;0;.182407231
./TPTP-v8.2.0/Problems/LAT/LAT399-1.p;255;30.008227431;255;30.007709184;255;30.004079997;255;30.079641162
./TPTP-v8.2.0/Problems/LAT/LAT006-1.p;255;30.008062792;255;30.006457106;255;30.003800997;255;30.019870395
./TPTP-v8.2.0/Problems/LAT/LAT264-1.p;0;5.292533315;255;30.008119108;0;.055095806;0;.060336644
./TPTP-v8.2.0/Problems/LAT/LAT249-1.p;255;30.007085534;255;30.005310987;255;30.003711819;255;30.103952296
./TPTP-v8.2.0/Problems/LAT/LAT235-1.p;255;30.008214023;255;30.007964171;255;30.003774243;255;30.090983893
./TPTP-v8.2.0/Problems/LAT/LAT259-2.p;255;30.008018693;255;30.009313037;0;.005037082;0;.026971262
./TPTP-v8.2.0/Problems/LAT/LAT232-1.p;255;30.008208532;255;30.011562841;255;30.005011028;255;30.114500556
./TPTP-v8.2.0/Problems/LAT/LAT272-1.p;255;30.077123546;255;30.008222146;0;.059522401;0;.342877920
./TPTP-v8.2.0/Problems/LAT/LAT281-2.p;255;30.009220355;255;30.008468610;0;.005191087;0;.027856196
./TPTP-v8.2.0/Problems/LAT/LAT001-1.p;255;30.007948282;255;30.007770871;255;30.003503584;255;30.100847528
./TPTP-v8.2.0/Problems/LAT/LAT159-1.p;255;30.008291791;255;30.007886224;255;30.004232645;255;30.096917909
./TPTP-v8.2.0/Problems/LAT/LAT188-1.p;255;30.010595455;255;30.007768246;255;30.003714148;255;30.103169456
